tweet_id,timestamp,text,source,retweet_count,rating_numerator,rating_denominator,name,jpg_url,favorite_count,expanded_urls,dog_stage
887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,Twitter for iPhone,10010,13,10,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,32569,https://twitter.com/dog_rates/status/887343217045368832/video/1,None
886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Twitter for iPhone,7432,13,10,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,33951,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",None
885528943205470208,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Twitter for iPhone,6168,13,10,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,34794,https://twitter.com/dog_rates/status/885528943205470208/photo/1,None
884925521741709313,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Twitter for iPhone,17501,12,10,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,74823,https://twitter.com/dog_rates/status/884925521741709313/photo/1,None
884562892145688576,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Twitter for iPhone,4498,13,10,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,23502,https://twitter.com/dog_rates/status/884562892145688576/photo/1,None
883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Twitter for iPhone,3305,12,10,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,21161,https://twitter.com/dog_rates/status/883838122936631299/photo/1,None
882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Twitter for iPhone,3766,13,10,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,23150,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",None
882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Twitter for iPhone,5849,13,10,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,27031,https://twitter.com/dog_rates/status/882627270321602560/photo/1,None
882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Twitter for iPhone,4752,13,10,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,28363,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",None
881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Twitter for iPhone,10268,13,10,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,48983,https://twitter.com/dog_rates/status/881666595344535552/photo/1,None
880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Twitter for iPhone,6026,12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,27587,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",None
880095782870896641,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,Twitter for iPhone,4172,11,10,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,26744,https://twitter.com/dog_rates/status/880095782870896641/photo/1,None
879415818425184262,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Twitter for iPhone,42648,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,102468,https://twitter.com/dog_rates/status/879415818425184262/video/1,None
879008229531029506,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Twitter for iPhone,2594,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,18363,https://twitter.com/dog_rates/status/879008229531029506/photo/1,None
878057613040115712,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Twitter for iPhone,6551,14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,40749,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",None
877316821321428993,2017-06-21 00:06:44+00:00,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Twitter for iPhone,5013,13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,26541,"https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",None
876484053909872640,2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Twitter for iPhone,2307,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,18194,https://twitter.com/dog_rates/status/876484053909872640/photo/1,None
875747767867523072,2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Twitter for iPhone,4148,13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,24408,https://twitter.com/dog_rates/status/875747767867523072/photo/1,None
874680097055178752,2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Twitter for iPhone,4492,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,27001,https://twitter.com/dog_rates/status/874680097055178752/photo/1,None
872967104147763200,2017-06-09 00:02:31+00:00,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,Twitter for iPhone,5251,12,10,,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,26516,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",doggo
872620804844003328,2017-06-08 01:06:27+00:00,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Twitter for iPhone,3574,13,10,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,20190,https://twitter.com/dog_rates/status/872620804844003328/photo/1,None
872122724285648897,2017-06-06 16:07:15+00:00,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Twitter for iPhone,7903,12,10,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,33455,"https://twitter.com/dog_rates/status/872122724285648897/photo/1,https://twitter.com/dog_rates/status/872122724285648897/photo/1",None
871032628920680449,2017-06-03 15:55:36+00:00,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Twitter for iPhone,3721,13,10,Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,22129,https://twitter.com/dog_rates/status/871032628920680449/photo/1,None
870374049280663552,2017-06-01 20:18:38+00:00,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Twitter for iPhone,25619,13,10,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,80782,https://twitter.com/dog_rates/status/870374049280663552/photo/1,None
869702957897576449,2017-05-30 23:51:58+00:00,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Twitter for iPhone,6197,13,10,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,27619,https://twitter.com/dog_rates/status/869702957897576449/photo/1,None
869227993411051520,2017-05-29 16:24:37+00:00,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Twitter for iPhone,3706,13,10,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,19995,https://twitter.com/dog_rates/status/869227993411051520/photo/1,None
868552278524837888,2017-05-27 19:39:34+00:00,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Twitter for iPhone,2047,12,10,Cooper,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,9905,"https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",None
867774946302451713,2017-05-25 16:10:44+00:00,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,Twitter for iPhone,7219,13,10,Harold,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,33290,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",None
865359393868664832,2017-05-19 00:12:11+00:00,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,Twitter for iPhone,4940,13,10,Sammy,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,26037,"https://twitter.com/dog_rates/status/865359393868664832/photo/1,https://twitter.com/dog_rates/status/865359393868664832/photo/1",None
864197398364647424,2017-05-15 19:14:50+00:00,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,Twitter for iPhone,8831,13,10,Paisley,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,29643,"https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1",None
863553081350529029,2017-05-14 00:34:33+00:00,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,Twitter for iPhone,4140,13,10,Neptune,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,15085,https://twitter.com/dog_rates/status/863553081350529029/video/1,None
863432100342583297,2017-05-13 16:33:49+00:00,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,Twitter for iPhone,5181,12,10,Belle,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,23478,https://twitter.com/dog_rates/status/863432100342583297/photo/1,None
863079547188785154,2017-05-12 17:12:53+00:00,"Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the sea. Pupgraded to 14/10 https://t.co/lVU5GyNFen",Twitter for iPhone,1094,14,10,,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,8650,https://twitter.com/dog_rates/status/863079547188785154/photo/1,None
862831371563274240,2017-05-12 00:46:44+00:00,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",Twitter for iPhone,5068,13,10,Zooey,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,18930,"https://twitter.com/dog_rates/status/862831371563274240/photo/1,https://twitter.com/dog_rates/status/862831371563274240/photo/1",None
861383897657036800,2017-05-08 00:54:59+00:00,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,Twitter for iPhone,10633,13,10,Hobbes,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,35701,https://twitter.com/dog_rates/status/861383897657036800/photo/1,None
861005113778896900,2017-05-06 23:49:50+00:00,This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af https://t.co/jH6EN9cEn6,Twitter for iPhone,3778,12,10,Burt,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,16541,https://twitter.com/dog_rates/status/861005113778896900/photo/1,None
860524505164394496,2017-05-05 16:00:04+00:00,This is Carl. He likes to dance. Doesn't care what you think about it. 13/10 h*ckin confident pup https://t.co/C2zHcNIu4I,Twitter for iPhone,5260,13,10,Carl,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,23381,https://twitter.com/dog_rates/status/860524505164394496/photo/1,None
859924526012018688,2017-05-04 00:15:58+00:00,Meet Milky. She has no idea what happened. Just as pupset as you. Perhaps a sheep exploded. Even offered to help clean. 12/10 very good girl https://t.co/g8vpXFzw29,Twitter for iPhone,4068,12,10,Milky,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,19398,https://twitter.com/dog_rates/status/859924526012018688/photo/1,None
858843525470990336,2017-05-01 00:40:27+00:00,I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq,Twitter for iPhone,3490,13,10,,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,15450,https://twitter.com/dog_rates/status/858843525470990336/photo/1,doggo
858107933456039936,2017-04-28 23:57:28+00:00,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,Twitter for iPhone,2909,12,10,Wyatt,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,15644,https://twitter.com/dog_rates/status/858107933456039936/photo/1,None
857746408056729600,2017-04-28 00:00:54+00:00,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,Twitter for iPhone,10677,13,10,Thor,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,34109,"https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1",None
857263160327368704,2017-04-26 16:00:39+00:00,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,Twitter for iPhone,4535,13,10,Oscar,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,19945,https://twitter.com/dog_rates/status/857263160327368704/photo/1,None
856543823941562368,2017-04-24 16:22:16+00:00,This is Callie. She'll be your navigator today. Takes her job very seriously. Will shift for you. One ear always in the pupholder. 12/10 https://t.co/Bh9DtLhIBO,Twitter for iPhone,2903,12,10,Callie,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,16242,https://twitter.com/dog_rates/status/856543823941562368/photo/1,None
856282028240666624,2017-04-23 23:01:59+00:00,"This is Cermet, Paesh, and Morple. They are absolute h*ckin superstars. Watered every day so they can grow. 14/10 for all https://t.co/GUefqUmZv8",Twitter for iPhone,6378,14,10,Cermet,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,27689,"https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1,https://twitter.com/dog_rates/status/856282028240666624/photo/1",None
855851453814013952,2017-04-22 18:31:02+00:00,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,Twitter for iPhone,17979,13,10,,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,45577,https://twitter.com/dog_rates/status/855851453814013952/photo/1,doggo
855851453814013952,2017-04-22 18:31:02+00:00,Here's a puppo participating in the #ScienceMarch. Cleverly disguising her own doggo agenda. 13/10 would keep the planet habitable for https://t.co/cMhq16isel,Twitter for iPhone,17979,13,10,,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,45577,https://twitter.com/dog_rates/status/855851453814013952/photo/1,puppo
855459453768019968,2017-04-21 16:33:22+00:00,"Guys, we only rate dogs. This is quite clearly a bulbasaur. Please only send dogs. Thank you... 12/10 human used pet, it's super effective https://t.co/Xc7uj1C64x",Twitter for iPhone,8319,12,10,,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,29940,"https://twitter.com/dog_rates/status/855459453768019968/photo/1,https://twitter.com/dog_rates/status/855459453768019968/photo/1",None
854482394044301312,2017-04-18 23:50:52+00:00,This is Arya. She can barely contain her excitement for more peanut butter. Also patriotic af. 13/10 https://t.co/AL4Ahm1Rm5,Twitter for iPhone,6984,13,10,Arya,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,29415,https://twitter.com/dog_rates/status/854482394044301312/photo/1,None
853760880890318849,2017-04-17 00:03:50+00:00,Say hello to Alice. I'm told she enjoys car rides and smells good. 12/10 would give her everything she could ever want https://t.co/yT4vw8y77x,Twitter for iPhone,5880,12,10,Alice,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,28782,https://twitter.com/dog_rates/status/853760880890318849/photo/1,None
852912242202992640,2017-04-14 15:51:39+00:00,"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U",Twitter for iPhone,1876,12,10,Benny,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,9149,"https://www.gofundme.com/bennys-medical-bills,https://twitter.com/dog_rates/status/852912242202992640/photo/1,https://twitter.com/dog_rates/status/852912242202992640/photo/1",None
852553447878664193,2017-04-13 16:05:56+00:00,This is Jarod. He likes having his belly brushed. Tongue ejects when you hit the right spot. 13/10 downright h*ckin adorable https://t.co/ArnxkyD2kC,Twitter for iPhone,3591,13,10,Jarod,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,16502,"https://twitter.com/dog_rates/status/852553447878664193/photo/1,https://twitter.com/dog_rates/status/852553447878664193/photo/1",None
850753642995093505,2017-04-08 16:54:09+00:00,"This is Kyle. He made a joke about your shoes, then stuck his tongue out at you. Uncalled for. Step the h*ck up Kyle. 11/10 would forgive https://t.co/hLQ2Ilg2uN",Twitter for iPhone,9505,11,10,Kyle,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,31358,"https://twitter.com/dog_rates/status/850753642995093505/photo/1,https://twitter.com/dog_rates/status/850753642995093505/photo/1",None
848690551926992896,2017-04-03 00:16:10+00:00,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you... 12/10 https://t.co/UOE79zb6VU,Twitter for iPhone,4453,12,10,,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,25640,https://twitter.com/dog_rates/status/848690551926992896/photo/1,None
847251039262605312,2017-03-30 00:56:03+00:00,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer. 12/10 would pet mid flight https://t.co/zhbRIZQgnq,Twitter for iPhone,4435,12,10,Furzey,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,20879,"https://twitter.com/dog_rates/status/847251039262605312/photo/1,https://twitter.com/dog_rates/status/847251039262605312/photo/1",None
847116187444137987,2017-03-29 16:00:12+00:00,Unbelievable... We. Only. Rate. Dogs. Please stop sending in other things like this Blossoming Flop Kangaroo. Thank you... 11/10 https://t.co/EeeErAbso0,Twitter for iPhone,3297,11,10,,https://pbs.twimg.com/media/C8GPrNDW4AAkLde.jpg,21862,https://twitter.com/dog_rates/status/847116187444137987/photo/1,None
846514051647705089,2017-03-28 00:07:32+00:00,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves. 13/10 please come back soon https://t.co/cFAasDXauK,Twitter for iPhone,12022,13,10,Barney,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,45598,"https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1",doggo
846153765933735936,2017-03-27 00:15:53+00:00,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching. 13/10 opportunistic af https://t.co/a0CkS5ExFR,Twitter for iPhone,9407,13,10,Vixen,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,32378,"https://twitter.com/dog_rates/status/846153765933735936/photo/1,https://twitter.com/dog_rates/status/846153765933735936/photo/1",None
846042936437604353,2017-03-26 16:55:29+00:00,Meet Jarvis. The snow pupsets him. Officially ready for summer. 12/10 would perform a chilly boop https://t.co/0hLkztpiOW,Twitter for iPhone,2992,12,10,Jarvis,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,16358,https://twitter.com/dog_rates/status/846042936437604353/photo/1,None
845677943972139009,2017-03-25 16:45:08+00:00,"C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you... 12/10 https://t.co/z30iQLiXNo",Twitter for iPhone,4956,12,10,,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,25744,https://twitter.com/dog_rates/status/845677943972139009/photo/1,None
844979544864018432,2017-03-23 18:29:57+00:00,"PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B",Twitter for iPhone,2668,13,10,,https://pbs.twimg.com/media/C7n4aQ0VAAAohkL.jpg,13948,"https://twitter.com/dog_rates/status/844979544864018432/photo/1,https://twitter.com/dog_rates/status/844979544864018432/photo/1,https://twitter.com/dog_rates/status/844979544864018432/photo/1",None
843604394117681152,2017-03-19 23:25:35+00:00,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank. 11/10 for both https://t.co/wHUElL84RC,Twitter for iPhone,2872,11,10,Hank,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,17311,https://twitter.com/dog_rates/status/843604394117681152/photo/1,None
842846295480000512,2017-03-17 21:13:10+00:00,This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs,Twitter for iPhone,3769,13,10,Charlie,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,15644,https://twitter.com/dog_rates/status/842846295480000512/photo/1,None
